,datetime_event_began,NERC_region,area_affected,event_type,demand_loss_(MW),number_of_customers_affected,datetime_of_restoration
631,2009-06-16 23:00:00+00:00,WECC,A.D. Edmonston Pumping Plant,Fuel Supply Deficiency,300.0,0,2:00 a.m. June 17
632,2009-06-19 00:01:00+00:00,RFC,Michigan Lower Peninsula,Severe Storm,75.0,99000,11:00 p.m. June 21
633,2009-06-19 13:00:00+00:00,SERC,The Entire ComEd Service Territory,Severe Storm,0.0,245000,11:59 p.m. June 19
634,2009-06-24 13:30:00+00:00,SERC,Southwest Louisiana,Made Public Appeals,0.0,0,10:00 p.m. June 24
635,2009-06-25 15:16:00+00:00,TRE,ERCOT Region,Made Public Appeals,0.0,0,7:00 p.m. June 25
636,2009-06-25 15:30:00+00:00,RFC,Western Region of Service Territory,High Winds/Rain,0.0,118000,8:00 p.m. June 28
637,2009-06-26 01:00:00+00:00,RFC,"Southwest Ohio, Northern Kentudky, Central and Southern Indiana",Severe Thunderstorms,327.0,85000,9:00 a.m. June 27
638,2009-06-26 17:00:00+00:00,NPCC,Central Connecticut,Severe Thunderstorms,0.0,50752,9:00 a.m. June 29
639,2009-07-02 22:44:00+00:00,NPCC,Northern Maine,Electrical System Separation,0.0,0,1:25 a.m. July 03
640,2009-07-07 15:30:00+00:00,TRE,"San Antonio, Texas",Made Public Appeals,0.0,0,7:00 p.m. July 07
641,2009-07-08 13:30:00+00:00,TRE,ERCOT Region,Made Public Appeals,0.0,0,7:00 p.m. July 08
642,2009-07-14 13:00:00+00:00,SPP,AEP SWEPCO/Louisiana Area,Made Public Appeals,0.0,0,6:00 p.m. July 14
643,2009-07-15 13:00:00+00:00,SPP,AEP SWEPCO/Louisiana Area,Made Public Appeals,0.0,0,6:00 p.m. July 15
644,2009-07-16 13:00:00+00:00,SPP,AEP SWEPCO/Louisiana Area,Made Public Appeals,0.0,0,6:00 p.m. July 16
645,2009-07-18 19:00:00+00:00,TRE,Houston/Galveston Area,Thunderstorms,51.0,73000,9:00 p.m. July 19
646,2009-07-20 21:50:00+00:00,WECC,"Metro Denver (Jefferson, Adams, and Arapahoe Counties)",Severe Thunderstorm,150.0,86058,7:00 p.m. July 22
647,2009-07-21 05:34:00+00:00,WECC,"San Francisco Bay Area, California",Unit Tripped,136.0,1,8:43 a.m. July 21
648,2009-07-27 05:05:00+00:00,SERC,"Chattanooga, Tennessee",Failure of Computer Hardware Used for Monitoring,0.0,0,5:47 a.m. July 27
649,2009-07-28 20:18:00+00:00,WECC,Salt Lake City Utah and Northern Utah,Loss of Part of Substation,316.0,0,8:33 p.m. July 28
650,2009-08-02 02:17:00+00:00,RFC,"Chester, Montgomery, Delaware, Philadelphia and Bucks Counties, Pennsyvania",Highwinds,0.0,70264,1:09 p.m. August 03
651,2009-08-04 13:45:00+00:00,RFC,"Northern Kentucky, Southwest Ohio and Central and South Indiana",Thunderstorms,50.0,63700,9:00 p.m. August 08
652,2009-08-05 15:00:00+00:00,TRE,ERCOT Region,Made Public Appeals,0.0,0,7:00 p.m. August 05
653,2009-08-07 23:00:00+00:00,RFC,Western Region of Service Territory,High Winds and Rain,0.0,137000,10:00 p.m. August 11
654,2009-08-09 19:31:00+00:00,RFC,"Michigan, Lower Peninsula",Severe Thunderstorms,0.0,58156,9:59 a.m. August 10
655,2009-08-12 18:25:00+00:00,TRE,South Houston Service Area,Thunderstorms,491.0,73000,10:00 a.m. August 12
656,2009-08-21 19:00:00+00:00,TRE,Houston Metropolitan Service Area,Thunderstorms,544.0,80000,8:00 a.m. August 22
657,2009-08-29 11:00:00+00:00,MRO,Western South Dakota,Electrical System Separation,373.0,18,2:01 p.m. August 29
658,2009-08-29 22:54:00+00:00,RFC,Western South Dakota,Electrical System Separation,84.0,0,11:53 p.m. August 29
659,2009-08-31 10:31:00+00:00,WECC,"City of Los Angeles, California",Made Public Appeals,0.0,0,12:00 a.m. August 31
660,2009-10-07 05:45:00+00:00,RFC,Southeast Michigan,Severe Storms,0.0,75000,11:00 p.m. October 09
661,2009-10-09 18:30:00+00:00,WECC,"Central Valley, CA (Bakersfield, CA)",Transmission System Interruption,180.0,0,7:10 p.m. October 09
662,2009-10-09 22:45:00+00:00,SERC,Arkansas and North Louisiana,Winter Storm,0.0,56000,4:00 p.m. October 11
663,2009-10-13 12:48:00+00:00,WECC,Southeastern Wyoming,Ice,101.0,35500,2:34 p.m. October 13
664,2009-10-13 15:45:00+00:00,WECC,Sacramento County,High Winds,90.0,94000,5:50 p.m. October 13
665,2009-10-13 16:00:00+00:00,WECC,Northern California,High Winds and Rain,350.0,859554,10:30 p.m. October 13
666,2009-11-12 18:45:00+00:00,SERC,"Southeastern Virginia, Northeastern North Carolina",Tropical Storm Ida,400.0,335000,4:25 a.m. November 14
667,2009-11-18 06:15:00+00:00,WECC,"Central Valley, CA",Switching Failure,630.0,0,10:00 a.m. November 18
668,2009-12-07 22:00:00+00:00,WECC,California,Forced Outage Equipment Failure,400.0,0,4:00 a.m. December 08
669,2009-12-08 01:00:00+00:00,WECC,Arizona,Severe Weather,0.0,140000,11:00 a.m. December 10
670,2009-12-08 06:34:00+00:00,WECC,California,Load Shed/Made Public Appeals,0.0,0,12:00 p.m. December 08
671,2009-12-09 13:37:00+00:00,RFC,Ohio,Severe Weather,0.0,48102,6:30 a.m. December 10
672,2009-12-10 17:45:00+00:00,RFC,Michigan,Severe Weather,0.0,65562,8:00 a.m. December 12
673,2009-12-18 20:00:00+00:00,RFC,"West Virginia, Kentucky, Ohio",Severe Weather,0.0,403913,9:30 p.m. December 25
674,2009-12-18 22:55:00+00:00,SERC,Western North Carolina,Severe Weather,0.0,47000,11:15 p.m. December 19
675,2010-01-06 18:00:00+00:00,SERC,Southwest Louisiana,Made Public Appeals,0.0,0,6:00 p.m. January 08
676,2010-01-11 03:45:00+00:00,FRCC/SERC,Northern and Central Florida,Interruptible Load Shed/Made Public Appeals,0.0,0,9:57 a.m. January 11
677,2010-01-18 11:30:00+00:00,WECC,Northern and Central California,Severe Storm,290.0,1700000,8:00 a.m. January 28
678,2010-01-19 07:30:00+00:00,WECC,San Francisco,Severe Storm,300.0,30000,12:24 p.m. January 19
679,2010-01-19 14:30:00+00:00,WECC,San Diego and Orange Counties,Severe Storm,2650.0,50000,3:00 p.m. January 20
680,2010-01-20 13:00:00+00:00,WECC,"City of Los Angeles, California",Severe Storm,0.0,147223,6:10 p.m. January 24
681,2010-01-28 12:00:00+00:00,SPP,Oklahoma,Ice Storm,0.0,68705,12:00 p.m. February 02
682,2010-02-01 14:32:00+00:00,SPP,Oklahoma,Ice Storm/Electrical System Separation,30.0,0,5:00 p.m. February 01
683,2010-02-05 15:00:00+00:00,RFC,Southern NJ,Winter Storm,0.0,221000,4:00 p.m. February 13
684,2010-02-05 18:48:00+00:00,SERC,North and South Carolina,Winter Storm,500.0,74000,5:00 p.m. February 07
685,2010-02-05 19:00:00+00:00,RFC,"District of Columbia, Prince Georges and Montgomery Co. MD",Winter Storm,0.0,97651,3:46 p.m. February 12
686,2010-02-05 22:30:00+00:00,RFC,Southwestern Pennsylvania,Winter Storm,0.0,57000,12:00 p.m. February 12
687,2010-02-05 23:30:00+00:00,RFC,"Indiana, Ohio, W. Virginia and Virginia",Winter Storm,0.0,102225,2:38 a.m. February 07
688,2010-02-06 02:30:00+00:00,SERC,"Virginia, North Carolina",Winter Storm,600.0,104736,7:00 a.m. February 07
689,2010-02-06 08:00:00+00:00,RFC,Delmarva Peninsula,Winter Storm,0.0,58491,9:00 a.m. February 06
690,2010-02-09 18:00:00+00:00,RFC,Southeastern Pennsylvania,Winter Storm,0.0,223000,4:00 p.m. February 14
691,2010-02-11 12:00:00+00:00,TRE,Dallas/Fort Worth and East Texas,Winter Storm,0.0,500000,9:00 p.m. February 15
692,2010-02-12 05:00:00+00:00,SPP,"East Texas, Western Arkansas, Northern Lousiania",Winter Storm,0.0,52999,5:00 p.m. February 12
693,2010-02-14 10:00:00+00:00,RFC,Western Pennsylvania nd Northeast Central WV,Winter Storm,900.0,190000,12:00 p.m. February 14
694,2010-02-19 20:30:00+00:00,WECC,"San Joaquin Field Division/Bakersfield, CA",Firm System Load Shed,1000.0,0,4:01 a.m. February 20
695,2010-02-23 22:00:00+00:00,NPCC,Upstate New York,Winter Storm,0.0,150000,4:00 p.m. February 25
696,2010-02-25 00:01:00+00:00,NPCC,"Southeastern New York, Northern New Jersey",Winter Storm,0.0,65000,9:00 p.m. February 26
697,2010-02-25 17:00:00+00:00,NPCC,New York City,Winter Storm,0.0,55000,7:00 p.m. March 02
698,2010-02-25 23:53:00+00:00,NPCC,Southern Maine and New Hampshire,Winter Storm,510.0,509606,4:40 p.m. March 01
699,2010-03-13 01:00:00+00:00,RFC,Southeasten Pennsylvania,High Winds and rain,0.0,177528,6:40 p.m. March 16
700,2010-03-13 12:00:00+00:00,NPCC,Connecticut,High Winds and Rain,50.0,50246,8:05 p.m. March 15
701,2010-03-13 15:00:00+00:00,NPCC,Long Island,High Winds and Rain,0.0,153000,4:00 p.m. March 17
702,2010-03-13 16:00:00+00:00,RFC,Central New Jersey and Northern New Jersey,High Winds and Flooding,0.0,180000,12:00 a.m. March 16
703,2010-03-13 18:00:00+00:00,RFC,"Southern, Central and Northern New Jersey",High Winds and Rain,100.0,360000,12:59 p.m. March 20
704,2010-03-13 18:00:00+00:00,NPCC,New York City and Westchester County,High Winds and Rain,0.0,173000,9:00 a.m. March 20
705,2010-03-31 23:59:00+00:00,WECC,San Diego and Orange Counties,Shed Firm Load,324.0,290000,12:55 a.m. April 01
706,2010-03-31 23:59:00+00:00,WECC,San Diego,Shed Firm Load,324.0,0,12:38 a.m. April 01
707,2010-04-16 17:15:00+00:00,RFC,Southwestern Pennsylvania,Severe Thunderstorms,15.0,120000,5:00 p.m. April 18
708,2010-04-21 15:05:00+00:00,SERC,"Iberville, Parish, Louisiana",Generator Tripped,0.0,0,8:00 p.m. April 21
709,2010-04-27 14:55:00+00:00,SERC,"Rocky Mount, NC",Transmission System Interruption,0.0,29376,2:55 p.m. April 27
710,2010-05-02 14:40:00+00:00,SERC,Tennessee and Mississippi,Thunderstorms,0.0,50500,7:30 p.m. May 09
711,2010-05-18 08:15:00+00:00,WECC,Central California,Breakers Tripped,318.0,0,10:46 p.m. May 18
712,2010-05-26 11:45:00+00:00,SERC/RFC,"Maryland, Pennsylvania, West Virginia, Virginia",Made Public Appeal - System Drill,0.0,0,3:00 p.m. May 26
713,2010-06-01 22:03:00+00:00,RFC,Southwestern Indiana,Firm Load Shed,500.0,1,12:30 a.m. June 18
714,2010-06-02 20:18:00+00:00,TRE,"San Antonio, TX",Severe Weather,0.0,126000,8:00 a.m. June 04
715,2010-06-06 04:45:00+00:00,WECC,Northern California,Electric System Separation,3.0,2650,5:35 a.m. June 06
716,2010-06-07 18:29:00+00:00,WECC,Denver Metropolitan Area,Firm Load Shed,300.0,31000,1:00 a.m. June 08
717,2010-06-08 11:00:00+00:00,TRE,Southeastern Texas,Thunderstorms,0.0,79741,5:00 p.m. June 08
718,2010-06-09 14:18:00+00:00,SERC,"Edenton, NC",Transmission System Interruption,0.0,4196,3:00 p.m. June 09
719,2010-06-16 11:11:00+00:00,NPCC,New York (Rockland and Orange Counties),Voltage Reduction (System Test),0.0,0,11:32 a.m. June 16
720,2010-06-17 08:30:00+00:00,SPP,"Morgan City, LA",Made Public Appeal,0.0,0,5:47 p.m. June 17
721,2010-06-17 09:30:00+00:00,SERC,Southern Louisiana,Made Public Appeal,0.0,0,5:17 p.m. June 17
722,2010-06-17 09:30:00+00:00,SERC,Southern Louisiana,Made Public Appeal,0.0,0,4:40 p.m. June 17
723,2010-06-17 09:30:00+00:00,SPP,Southwestern Louisiana,Made Public Appeal,0.0,0,4:40 p.m. June 17
724,2010-06-17 10:49:00+00:00,MRO,Eastern Montana,Electrical System Separation,0.0,0,11:02 a.m. June 17
725,2010-06-18 15:30:00+00:00,RFC,Northwest Indiana,Thunderstorms,0.0,94345,12:30 a.m. June 20
726,2010-06-18 16:00:00+00:00,RFC,"Chicago, IL",Severe Weather,0.0,400000,1:00 p.m. June 20
727,2010-06-18 19:00:00+00:00,RFC,Southern Portion of Lower Michigan,Thunderstorms,0.0,100000,5:00 a.m. June 19
728,2010-06-18 20:00:00+00:00,RFC,"Indiana, Michigan",Severe Weather,0.0,79000,10:45 a.m. June 21
729,2010-06-18 20:00:00+00:00,RFC,"Detroit, MI",Severe Weather,0.0,150000,7:30 p.m. June 22
730,2010-06-21 13:48:00+00:00,RFC,"Cincinnati, OH",Thunderstorms,400.0,50636,8:31 p.m. June 22
731,2010-06-22 15:34:00+00:00,SERC,West/Central Arkansas,Made Public Appeal/Transmission Equipment Failure,84.0,25159,7:00 p.m. June 22
732,2010-06-23 17:00:00+00:00,RFC,"Chicago, IL",Severe Weather,0.0,300000,1:40 p.m. June 25
733,2010-06-23 17:48:00+00:00,RFC,Northwest Indiana,Thunderstorms,0.0,53000,2:21 a.m. June 24
734,2010-06-24 15:00:00+00:00,RFC,Southwestern New Jersey,Thunderstorms,0.0,150000,12:00 p.m. June 29
735,2010-06-24 15:30:00+00:00,RFC,Southeastern Pennsylvania,Thunderstorms,0.0,355000,11:59 p.m. June 29
736,2010-06-25 23:36:00+00:00,WECC,Northern California,Electrical System Separation,0.0,0,1:38 a.m. June 26
737,2010-07-06 03:47:00+00:00,RFC,"Newark, DE",Transformer Outage,95.0,18400,4:37 a.m. July 06
738,2010-07-07 16:13:00+00:00,RFC,"York, South Central Pennsylvania",Loss of Transmission Equipment,0.0,43903,10:29 p.m. July 07
739,2010-07-15 19:00:00+00:00,RFC,Southeastern Michigan,Severe Weather,540.0,127534,11:30 p.m. July 19
740,2010-07-17 20:30:00+00:00,MRO,Minnesota,"Strong Winds, Tornadoes",0.0,63000,10:00 p.m. July 19
741,2010-07-21 18:44:00+00:00,NPCC,Connecticut,Thunderstorms,0.0,50100,8:00 p.m. July 21
742,2010-07-23 10:00:00+00:00,WECC,Northern Utah,Made Public Appeals,0.0,0,11:55 p.m. July 24
743,2010-07-23 19:30:00+00:00,RFC,Southeastern Michigan,Severe Weather,400.0,82000,6:30 p.m. July 26
744,2010-07-25 15:10:00+00:00,RFC,"Washington, DC Region",Severe Weather,0.0,297700,11:30 p.m. July 30
745,2010-07-25 15:20:00+00:00,RFC,Central Maryland,Severe Weather,480.0,124000,6:00 p.m. July 27
746,2010-07-25 16:11:00+00:00,SERC,Northern Virginia,Severe Weather,900.0,81000,8:06 p.m. July 25
747,2010-07-29 17:43:00+00:00,SERC,Virginia,Thunderstorms,0.0,55000,8:07 p.m. July 29
748,2010-07-29 18:39:00+00:00,WECC,Southern California,"Shed Interruptible Load, Wildfire",522.0,0,7:26 p.m. July 29
749,2010-07-29 18:39:00+00:00,WECC,Southern California,"Shed Interruptible Load, Wildfire",522.0,0,7:26 p.m. July 29
750,2010-08-02 12:00:00+00:00,WECC,Central California,Fuel Supply Deficiency (Hydro),0.0,0,11:00 p.m. August 02
751,2010-08-02 12:45:00+00:00,SERC,Southern Louisiana,Made Public Appeals,0.0,0,11:00 a.m. August 04
752,2010-08-02 12:45:00+00:00,SERC,Southern Louisiana,Made Public Appeals,0.0,0,11:00 a.m. August 04
753,2010-08-02 12:45:00+00:00,SERC,Southwestern Louisiana,Made Public Appeals,0.0,0,11:00 a.m. August 04
754,2010-08-02 12:45:00+00:00,SPP,Southern Louisiana,Made Public Appeals,0.0,0,11:00 a.m. August 04
755,2010-08-04 12:00:00+00:00,SPP,"Northern Texas, Eastern New Mexico",Made Public Appeals,0.0,0,10:00 p.m. August 04
756,2010-08-04 16:45:00+00:00,RFC,"Western Pennsylvania, Northwestern and Central West Virginia",Thunderstorms,60.0,11186,12:00 a.m. August 07
757,2010-08-04 17:00:00+00:00,RFC,"Ohio, West Virginia, Kentucky",Severe Weather,0.0,37000,4:00 a.m. August 06
758,2010-08-05 15:30:00+00:00,RFC,"District of Columbia, Maryland",Thunderstorms,0.0,76729,10:00 p.m. August 05
759,2010-08-05 15:54:00+00:00,RFC,Northern Virginia,Thunderstorms,0.0,145157,12:00 a.m. August 08
760,2010-08-09 12:00:00+00:00,RFC,Upstate New York,Fuel Supply Defiency,0.0,0,12:00 p.m. August 16
761,2010-08-11 15:21:00+00:00,RFC,Ohio,Severe Weather,0.0,57000,12:12 p.m. August 11
762,2010-08-12 06:45:00+00:00,RFC,"District of Columbia, Maryland",Severe Weather,0.0,101003,9:00 p.m. August 12
763,2010-08-12 08:21:00+00:00,SPP,Central Nebraska,Made Public Appeals,65.0,0,11:00 a.m. August 12
764,2010-08-12 15:42:00+00:00,MRO,"City of Oshkosh, Wisconsin",Made Public Appeals,30.0,7600,10:10 p.m. August 12
765,2010-08-19 18:00:00+00:00,RFC,Southeastern Michigan,Severe Weather,340.0,80000,3:30 p.m. August 23
766,2010-08-23 17:50:00+00:00,TRE,"Houston, Texas",Severe Weather,746.0,81586,9:30 a.m. August 24
767,2010-09-01 10:20:00+00:00,WECC,"Pittsburg (Bay Area), California",Electrical System Separation (Islanding),31.0,15000,12:44 p.m. September 01
768,2010-09-07 14:02:00+00:00,TRE,"San Antonio, Texas",Tropical Storm,0.0,340350,1:27 a.m. September 08
769,2010-09-20 17:00:00+00:00,SERC,"King George County, Virginia",Low Flying Helicopter,0.0,0,5:30 p.m. September 20
770,2010-09-21 21:31:00+00:00,RFC,Central and Southern Michigan,Thunderstorms,0.0,138000,2:30 p.m. September 22
771,2010-09-22 06:12:00+00:00,WECC,"Bakersfield, California",Firm Load Shed,526.0,0,11:00 p.m. September 22
772,2010-09-22 16:08:00+00:00,RFC,"City of Pittsburgh, Pennsylvania",Thunderstorms,156.0,52000,12:00 a.m. September 26
773,2010-09-22 17:38:00+00:00,RFC,Western Pennsylvania,Thunderstorms,389.0,82861,11:30 p.m. September 24
774,2010-09-27 15:15:00+00:00,WECC,Central and Southern California,Interruptible Load Shed,595.0,0,6:12 p.m. September 27
775,2010-10-05 05:45:00+00:00,WECC,"City of Los Angeles, California",Rain and High Winds,0.0,73514,6:00a.m. October 07
776,2010-10-26 09:00:00+00:00,RFC,Northern Illinois,Thunderstorms,0.0,192106,11:00 a.m. October 28
777,2010-10-26 20:00:00+00:00,MRO,Minnesota,High Winds,0.0,70000,10:00 p.m. October 28
778,2010-10-27 04:00:00+00:00,MRO,Northeast and North Central Wisconsin,High Winds,0.0,63000,12:00 p.m. October 27
779,2010-10-27 08:00:00+00:00,RFC,Michigan's Northerly Lower Peninsula,High Winds,240.0,285000,7:00 a.m. October 29
780,2010-10-27 17:00:00+00:00,RFC,Northern Illinois,High Winds,0.0,127000,4:00 a.m. October 29
781,2010-10-27 17:16:00+00:00,WECC,Northern California,Electrical System Separation-Islanding,16.0,2674,5:27 p.m. October 27
782,2010-10-31 22:26:00+00:00,WECC,"Bakersfield, California",Firm System Load Loss,500.0,0,1:45 a.m. November 01
783,2010-11-04 09:46:00+00:00,WECC,"Rock Springs, Wyoming",Transmission Equipment Failure/Interruptible Load Shed,0.0,0,10:47 a.m. November 04
784,2010-11-06 15:53:00+00:00,WECC,Northern California,Electrical System Separation - Islanding,20.0,4,6:08 p.m. November 06
785,2010-11-08 06:47:00+00:00,NPCC,Maine,Snow and High Winds,0.0,60863,6:00 p.m. November 08
786,2010-11-13 15:00:00+00:00,MRO,Minnesota,Winter Storm,0.0,60000,10:00 p.m. November 14
787,2010-11-15 23:00:00+00:00,WECC,Puget Sound Region,High Winds,391.0,149256,2:14 a.m. November 16
788,2010-11-21 01:39:00+00:00,WECC,Northern and Central California,Winter Storm,75.0,60000,4:46 p.m. November 24
789,2010-11-22 23:00:00+00:00,WECC,"Puget Sound Region, Washington",Winter Storm,420.0,123535,8:00 p.m. November 24
790,2010-11-23 14:01:00+00:00,WECC,Northern California,Electrical System Separation - Islanding,22.0,7077,6:12 p.m. November 23
791,2010-12-03 21:32:00+00:00,WECC,California,Electrical System Separation - Islanding,22.0,7077,2:00 a.m. December 04
792,2010-12-12 16:30:00+00:00,RFC,Southeastern Michigan,Severe Weather,210.0,60175,2:00 p.m. December 15
793,2010-12-14 07:20:00+00:00,WECC,California,Electrical System Separation - Islanding,9.0,6635,7:25 a.m. December 14
794,2010-12-14 07:36:00+00:00,WECC,Southern California,Transmission Equipment/Firm System Load,464.0,0,9:00 a.m. December 15
795,2010-12-18 05:00:00+00:00,WECC,"Redmond, Washington",Severe Weather,184.0,92090,10:00 p.m. December 19
796,2010-12-26 08:15:00+00:00,SERC,Carolina,Severe Weather,0.0,42000,4:15 p.m. December 26
797,2010-12-30 14:00:00+00:00,RFC,New York,Fuel Supply Deficiency,300.0,0,6:00 a.m. January 12
798,2011-01-11 23:08:00+00:00,NPCC,"Athens, New York",Electrical Fault at Generator,0.0,0,2023-11-27 23:08:00
799,2011-01-12 06:00:00+00:00,NPCC,Massachusetts,Winter Storm,0.0,80000,2023-11-27 14:00:00
800,2011-01-13 07:21:00+00:00,FRCC,North Florida,Firm System Load Shed,150.0,20900,2023-11-27 08:13:00
801,2011-01-18 14:00:00+00:00,NPCC,"Whitman, Auburn St Substation, Massachusetts",Vandalism,0.0,0,2023-11-27 14:00:00
802,2011-01-23 07:00:00+00:00,WECC,"Franklin County, Idaho",Vandalism,0.0,0,2023-11-27 13:00:00
803,2011-01-24 13:20:00+00:00,WECC,"Newman Power Plant, Texas",Suspicious Activity,0.0,0,2023-11-27 13:30:00
804,2011-01-25 03:23:00+00:00,RFC,"Newark, Delaware",Vandalism,0.0,0,2023-11-27 11:00:00
805,2011-01-26 09:25:00+00:00,WECC,"Carson City, Nevada",Suspected Telecommunications Attack,0.0,0,2023-11-27 17:00:00
806,2011-01-26 09:33:00+00:00,RFC,Michigan,Vandalism,0.0,0,2023-11-27 15:03:00
807,2011-01-26 17:00:00+00:00,RFC,"Montgomery and Prince George's County, Maryland and District of Columbia",Winter Storm,0.0,210000,2023-11-27 08:00:00
808,2011-01-26 18:28:00+00:00,RFC,Maryland,Winter Storm,0.0,234326,2023-11-27 17:00:00
809,2011-01-26 19:43:00+00:00,SERC,Northern Virginia,Winter Storm,600.0,150084,2023-11-27 18:18:00
810,2011-01-27 09:30:00+00:00,RFC,"Hockessin, Delaware",Vandalism,0.0,0,2023-11-27 09:30:00
811,2011-01-27 17:00:00+00:00,NPCC,Central New York,Fuel Supply Deficiency (Coal),108.0,0,2023-11-27 05:00:00
812,2011-01-31 22:00:00+00:00,RFC,Southwestern Ohio and Indiana,Ice Storm,996.0,272880,2023-11-27 12:00:00
813,2011-02-01 15:00:00+00:00,RFC,"Indiana, Ohio",Winter Storm,0.0,158013,2023-11-27 12:00:00
814,2011-02-01 21:00:00+00:00,RFC,Northern Illinois,Winter Storm,0.0,190000,2023-11-27 14:00:00
815,2011-02-02 03:00:00+00:00,RFC,"Philadelphia area, Pennsylvania",Winter Storm,0.0,213000,2023-11-27 23:59:00
816,2011-02-02 05:43:00+00:00,TRE,Texas,Generation Inadequacy/Load Shed,4000.0,1069730,2023-11-27 10:00:00
817,2011-02-02 06:22:00+00:00,WECC,Central Arizona,Generation Inadequacy/Load Shed,3963.0,69000,2023-11-27 09:57:00
818,2011-02-02 07:24:00+00:00,WECC,"Dona Ana and El Paso Counties, Texas and Hudspeth County, New Mexico",Generation Inadequacy/Load Shed,280.0,178000,2023-11-27 22:23:00
819,2011-02-02 17:00:00+00:00,SPP,"Texas Panhandle, Southeastern New Mexico",Fuel Supply Deficiency (Natural Gas),0.0,0,2023-11-27 22:00:00
820,2011-02-03 15:00:00+00:00,WECC,"San Diego area, California",Fuel Supply Deficiency (Natural Gas),0.0,0,2023-11-27 12:00:00
821,2011-02-03 14:30:00+00:00,RFC,"Bowie, Maryland",Suspected Cyber Attack,0.0,0,2023-11-27 14:30:00
822,2011-02-03 22:04:00+00:00,TRE,Texas,Generation Inadequacy/Load Shed,400.0,86013,2023-11-27 12:32:00
823,2011-02-09 03:45:00+00:00,TRE,"Western Houston, Texas",Winter Storm,399.0,60000,2023-11-27 09:12:00
824,2011-02-09 14:54:00+00:00,WECC,"University Place, Washington",Vandalism,0.0,0,2023-11-27 17:00:00
825,2011-02-09 16:30:00+00:00,TRE,Texas,Cold Weather Event,0.0,0,2023-11-27 12:33:00
826,2011-02-10 13:00:00+00:00,WECC,"LaGrande, Washington",Vandalism,0.0,0,2023-11-27 13:00:00
827,2011-02-17 01:25:00+00:00,WECC,Northern and Central California,Major Storm,91.0,80000,2023-11-27 10:13:00
828,2011-02-17 13:00:00+00:00,WECC,"Roseville, California",Suspected Cyber Attack,0.0,0,2023-11-27 16:53:00
829,2011-02-19 12:30:00+00:00,RFC,"Philadelphia area, Pennsylvania",Major Storm,0.0,118000,2023-11-27 04:00:00
830,2011-02-19 16:34:00+00:00,RFC,"Harrington, Delaware",Vandalism,0.0,0,2023-11-27 16:34:00
831,2011-02-20 16:00:00+00:00,RFC,"Southern Lower Peninsula, Michigan",Winter Storm,262.0,160000,2023-11-27 16:00:00
832,2011-02-24 16:51:00+00:00,SPP,Arkansas,Electrical System Separation (Islanding),4.0,0,2023-11-27 16:54:00
833,2011-02-25 15:20:00+00:00,SERC,Virginia,Severe Weather,0.0,50000,2023-11-27 18:00:00
834,2011-02-25 15:23:00+00:00,RFC,Maryland,Severe Weather,0.0,93000,2023-11-27 18:00:00
835,2011-02-25 08:00:00+00:00,WECC,Northern and Central California,Winter Storm,91.0,80000,2023-11-27 17:30:00
836,2011-02-25 10:30:00+00:00,WECC,"Salt Lake City, Utah",Vandalism,0.0,0,2023-11-27 10:45:00
837,2011-03-01 08:00:00+00:00,NPCC,Western New York,Fuel Supply Deficiency (Coal),675.0,0,2023-11-27 09:30:00
838,2011-03-06 02:54:00+00:00,WECC,"Salt Lake City Region, Utah",Vandalism,0.0,0,2023-11-27 08:00:00
839,2011-03-08 08:00:00+00:00,NPCC,Western New York,Fuel Supply Deficiency (Coal),676.0,0,2023-11-27 09:00:00
840,2011-03-10 12:03:00+00:00,TRE,Texas,Suspected Physical Attack,0.0,0,2023-11-27 06:00:00
841,2011-03-11 07:02:00+00:00,WECC,"Humboldt and Eureka, California",Generation Inadequacy/Load Shed,15.0,6800,2023-11-27 09:15:00
842,2011-03-13 14:20:00+00:00,WECC,Oregon,Severe Weather,0.0,9000,2023-11-27 15:46:00
843,2011-03-14 07:30:00+00:00,RFC,"Baltimore, Maryland",Suspected Cyber Attack,0.0,0,2023-11-27 16:55:00
844,2011-03-15 18:00:00+00:00,TRE,"The Woodlands, Texas",Suspected Physical Attack,0.0,0,2023-11-27 19:14:00
845,2011-03-17 07:40:00+00:00,NPCC,"Deerfield, New Hampshire",Vandalism,0.0,0,2023-11-27 11:00:00
846,2011-03-18 09:54:00+00:00,RFC,"Greene County, Ohio",Vandalism,0.0,0,2023-11-27 15:34:00
847,2011-03-19 23:56:00+00:00,WECC,Northern and Central California,Major Storm,91.0,128000,2023-11-27 19:10:00
848,2011-03-20 09:44:00+00:00,WECC,"Los Angeles, California",Major Storm,0.0,79000,2023-11-27 10:00:00
849,2011-03-21 12:35:00+00:00,WECC,Southern California,Major Storm,150.0,54332,2023-11-27 14:45:00
850,2011-03-21 00:57:00+00:00,NPCC,"Deerfield, New Hampshire",Vandalism,0.0,0,2023-11-27 02:29:00
851,2011-03-23 18:30:00+00:00,RFC,"Indiana. Kentucky, Michigan, Ohio, Tennessee, Virginia, West Virginia",Major Storm,0.0,60596,2023-11-27 04:55:00
852,2011-03-27 13:27:00+00:00,WECC,"Sonoma and Central Valley, California",Transmission Level Outage,295.0,165000,2023-11-27 17:00:00
853,2011-03-31 14:30:00+00:00,FRCC,Central and Western Florida,Severe Weather,0.0,50000,2023-11-27 23:59:00
